"age"	"sex"	"marst"	"healthins"	"educ"	"hrswork"	"incwage"	"inctotal"	"uscit"	"cow"	"typehealthins"
27	0	1	1	17	15	0	50000	1	3	1
29	0	1	1	16	70	0	65000	1	3	1
29	1	1	1	16	20	0	4000	1	3	1
29	0	0	1	20	35	0	85000	1	3	1
30	0	1	1	16	40	0	890	1	3	1
30	0	1	1	21	55	0	48000	1	3	1
31	0	1	1	19	65	0	105000	1	3	1
32	0	1	1	19	40	0	40000	1	3	1
33	0	1	1	17	55	0	45000	1	3	1
35	0	1	1	16	50	0	20000	1	3	1
35	0	1	1	21	40	0	-7100	1	3	1
38	0	1	1	16	40	0	43400	1	3	1
38	0	1	1	16	40	0	50000	1	3	1
38	0	1	1	21	40	0	40000	1	3	1
39	0	1	1	20	50	0	56000	1	3	1
40	0	1	1	21	60	0	32000	1	3	1
41	0	1	1	16	50	0	20000	1	3	1
41	0	0	1	16	35	0	17000	1	3	1
41	0	1	1	22	50	0	9000	1	3	1
42	0	0	1	24	60	0	60000	1	3	1
43	0	1	1	21	40	0	6000	1	3	1
44	0	1	1	16	40	0	10000	1	3	1
44	0	1	1	19	40	0	10200	1	3	1
45	0	1	1	21	60	0	20	1	3	1
46	1	1	1	18	50	0	38900	1	3	1
47	1	1	1	21	20	0	21000	1	3	1
47	0	1	1	21	48	0	79000	1	3	1
48	0	1	1	21	60	0	45000	1	3	1
49	0	1	1	16	40	0	40000	1	3	1
49	1	1	1	19	40	0	41100	1	3	1
49	0	1	1	21	40	0	50000	1	3	1
50	1	1	1	23	32	0	55000	1	3	1
51	0	1	1	16	40	0	45000	1	3	1
52	1	1	1	16	40	0	38000	1	3	1
52	1	1	1	19	40	0	35000	1	3	1
53	1	1	1	16	25	0	50000	1	3	1
54	1	1	1	16	30	0	20000	1	3	1
54	0	0	1	21	15	0	16000	1	3	1
54	1	0	1	23	46	0	48000	1	3	1
56	0	1	1	13	45	0	62000	1	3	1
56	1	1	1	17	16	0	11200	1	3	1
56	1	1	1	21	40	0	36001	1	3	1
57	0	1	1	16	36	0	27600	1	3	1
57	0	0	1	16	75	0	-7100	1	3	1
58	0	1	1	18	50	0	42000	1	3	1
58	0	1	1	18	50	0	40000	1	3	1
58	1	1	1	21	47	0	87000	1	3	1
59	0	0	1	16	72	0	20000	1	3	1
59	0	1	1	17	45	0	33900	1	3	1
59	1	0	1	17	38	0	34000	1	3	1
59	0	1	1	20	75	0	63600	1	3	1
59	1	0	1	23	30	0	54350	1	3	1
60	0	1	1	18	50	0	80000	1	3	1
61	0	1	1	16	40	0	18800	1	3	1
61	0	1	1	18	38	0	36900	1	3	1
61	0	1	1	20	45	0	23600	1	3	1
63	0	1	1	16	40	0	22000	1	3	1
63	1	0	1	18	50	0	30900	1	3	1
63	0	1	1	19	55	0	27000	1	3	1
63	0	1	1	19	72	0	23200	1	3	1
63	0	1	1	15	20	0	16900	1	3	1
30	0	1	1	18	72	0	41800	1	3	1
37	1	1	1	18	48	0	65000	1	3	1
42	0	1	1	19	35	0	22100	1	3	1
46	0	1	1	17	60	0	56000	1	3	1
48	1	1	1	15	65	0	30000	1	3	1
55	0	1	1	19	35	0	12500	1	3	1
57	1	1	1	21	25	0	150	1	3	1
29	1	1	1	20	32	0	6500	1	3	1
33	1	0	1	19	15	0	11000	1	3	1
65	0	1	1	19	30	0	61300	1	3	1
66	1	0	1	16	24	0	113100	1	3	1
68	1	1	1	16	10	0	14400	1	3	1
69	0	0	1	24	20	0	26700	1	3	1
73	1	1	1	20	29	0	21400	1	3	1
74	1	0	1	18	6	0	40900	1	3	1
75	1	1	1	16	9	0	27200	1	3	1
57	0	0	1	21	8	0	15800	1	3	1
61	1	1	1	16	25	0	9000	1	3	1
60	0	0	0	14	30	0	14400	1	3	0
63	0	1	0	21	60	0	15600	1	3	0
35	0	0	1	18	45	0	18000	1	3	1
37	0	0	1	21	45	0	18000	1	3	1
56	0	1	1	13	15	0	-200	1	3	1
58	0	1	0	21	40	0	15000	0	3	0
50	0	1	1	22	20	0	10650	1	3	2
55	0	1	0	9	40	0	18000	0	3	0
19	1	0	1	19	15	0	4000	1	3	2
42	1	1	1	21	50	0	77000	1	3	1
46	0	0	1	15	25	0	12000	1	3	1
20	1	0	1	19	7	100	100	1	2	1
58	0	0	1	20	1	120	120	1	0	1
31	1	0	1	18	6	140	4140	1	0	1
59	1	0	1	18	3	150	13050	1	0	2
70	0	1	1	22	12	150	33750	1	2	2
45	1	0	1	13	1	180	9180	1	0	2
18	0	0	0	13	20	200	200	1	0	0
59	1	1	1	21	8	200	200	1	0	1
18	0	0	1	15	4	240	240	1	0	1
63	1	1	1	19	20	250	10350	1	0	1
19	0	0	1	16	11	250	250	0	0	1
19	1	0	1	16	15	280	280	0	2	1
26	0	1	1	19	1	300	6300	1	0	2
24	0	0	1	17	10	300	300	1	0	1
20	1	0	1	16	10	500	500	1	0	2
24	1	1	1	16	28	600	600	1	0	1
19	1	0	1	19	25	700	700	1	0	1
18	0	0	1	14	10	750	750	1	0	1
39	1	0	1	19	4	780	780	1	0	2
38	1	1	1	16	19	800	1730	1	0	1
21	1	1	0	19	20	900	900	1	0	0
34	1	0	0	15	28	930	930	1	0	0
48	1	1	1	21	2	1000	2500	1	1	1
30	1	0	1	16	40	1000	1000	1	0	1
56	1	1	1	16	10	1000	13900	1	0	1
73	1	1	1	19	16	1200	25300	1	1	2
19	1	0	1	16	26	1200	1200	1	0	1
19	1	0	1	18	12	1200	1200	1	0	1
20	1	0	1	19	25	1200	1200	1	0	1
25	1	0	1	21	10	1200	11200	1	0	1
22	0	0	0	18	20	1300	1300	1	0	0
61	1	1	1	16	12	1300	11600	1	0	1
33	1	1	1	16	4	1300	1300	1	1	1
19	0	0	1	19	36	1300	1300	1	0	1
21	0	0	0	19	35	1400	1400	1	0	0
18	1	0	1	16	20	1500	1500	1	0	1
19	1	0	1	13	15	1500	1500	1	0	1
53	1	1	1	16	30	1600	1600	1	0	1
45	1	1	1	19	10	1600	1600	1	0	1
19	1	0	0	18	30	1600	1600	1	0	0
22	1	1	1	19	20	1700	1700	1	0	1
19	1	0	1	18	3	1800	1800	1	1	1
38	1	1	1	16	5	1800	1800	1	2	1
36	0	1	1	16	20	1800	21800	1	2	1
20	1	0	0	18	40	1800	1800	1	0	0
21	1	0	0	16	15	2000	2000	1	0	0
31	1	0	1	16	25	2000	12400	1	1	2
70	1	1	1	16	2	2000	22000	1	2	2
18	0	0	1	18	20	2000	2000	1	0	1
20	1	0	1	19	25	2000	2000	1	0	1
22	1	0	1	21	16	2000	2000	1	0	1
18	0	0	1	16	3	2000	2000	1	1	1
22	0	0	1	19	30	2000	2000	1	1	1
62	0	1	1	22	21	2000	16600	1	2	1
22	1	0	1	21	24	2000	2000	1	0	1
69	0	1	1	19	8	2000	40000	1	0	1
19	1	0	1	19	20	2200	2200	1	0	1
21	0	0	1	19	5	2200	5200	1	0	1
33	1	1	1	18	24	2200	2200	1	0	1
18	0	0	1	14	20	2400	2400	1	0	1
40	1	1	0	18	20	2500	2500	1	0	0
18	1	0	1	16	20	2500	2500	1	2	1
71	1	1	1	16	5	2500	11300	1	0	1
38	1	1	1	19	30	2700	2700	1	1	1
63	0	1	1	19	7	2700	17930	1	1	1
30	0	1	1	19	40	3000	3000	1	0	2
19	1	0	1	19	15	3000	3000	1	1	2
18	0	0	1	16	5	3000	3000	1	0	1
18	0	0	1	16	20	3000	3000	1	0	1
18	1	0	1	18	20	3000	3000	1	0	1
19	1	0	1	19	40	3000	3000	1	0	1
21	1	0	1	19	10	3000	3000	1	0	1
22	1	0	1	19	16	3000	3000	1	0	1
27	0	0	1	18	50	3000	28000	1	0	1
51	1	1	1	16	12	3000	3000	1	0	1
52	1	1	1	17	20	3000	3000	1	0	1
18	1	0	1	18	10	3000	3000	1	1	1
18	0	0	1	14	30	3000	3000	1	2	1
52	1	1	1	21	22	3000	3000	1	2	1
51	0	1	1	23	10	3000	6000	1	3	1
62	1	1	1	16	40	3000	10200	1	0	1
23	1	1	1	16	48	3000	3000	1	0	1
28	1	0	1	15	30	3000	6800	1	1	1
55	1	0	1	16	20	3000	3000	1	3	1
37	0	0	1	15	8	3000	19100	1	1	2
37	1	0	1	20	40	3100	3100	1	0	2
19	0	0	1	16	24	3100	3100	1	0	1
45	0	1	1	20	30	3200	24100	1	0	2
18	1	0	1	14	24	3200	3200	1	0	1
19	0	0	1	18	4	3200	3200	1	0	1
63	0	1	1	22	15	3200	28300	1	1	1
55	1	1	1	21	35	3200	3200	1	0	1
66	0	1	1	16	24	3300	19900	1	0	2
56	1	1	1	19	30	3300	12800	1	2	1
22	1	0	1	18	40	3500	3500	1	0	2
24	1	0	1	18	30	3500	6700	1	0	2
28	1	1	1	16	20	3500	3500	1	2	2
56	0	1	1	23	10	3600	12600	1	3	1
24	1	0	1	18	60	3600	3600	1	0	1
19	1	0	1	19	25	3700	3700	1	0	2
20	1	0	1	19	20	3700	3700	1	0	1
21	0	0	1	19	15	3800	3800	1	1	1
68	0	1	1	18	20	3900	6800	1	0	1
21	1	0	1	19	10	4000	4000	1	0	2
68	0	0	1	20	20	4000	18700	1	0	2
21	1	0	1	16	18	4000	4000	1	0	1
21	1	0	1	19	15	4000	4000	1	0	1
23	1	0	1	19	25	4000	4000	1	0	1
24	1	0	1	16	12	4000	4000	1	0	1
34	1	1	1	20	45	4000	4000	1	0	1
20	0	0	1	19	4	4000	4000	1	1	1
22	1	0	1	20	25	4000	4000	1	0	1
47	1	0	1	18	40	4000	4000	1	0	1
40	0	1	0	17	60	4000	4000	1	0	0
19	1	0	1	19	20	4000	4000	1	1	1
27	0	0	1	21	12	4000	4000	0	2	1
23	1	0	1	21	15	4200	4200	0	0	1
67	1	1	1	20	40	4300	25400	1	0	1
54	1	1	1	18	40	4400	18800	1	0	2
18	1	0	1	18	14	4400	4400	1	0	1
19	1	0	1	19	14	4400	4400	1	0	1
30	0	0	0	17	36	4500	4500	1	0	0
36	1	1	0	19	10	4500	4500	1	0	0
21	1	0	1	19	3	4500	4500	1	1	1
22	0	0	1	16	40	4500	4500	1	0	1
51	1	0	1	11	20	4800	4800	1	0	2
20	1	1	1	19	14	4800	4800	1	0	1
22	0	0	1	18	40	4800	4800	1	0	1
39	1	1	1	16	18	4800	4800	1	1	1
19	1	0	0	16	25	5000	5000	1	0	0
54	0	0	0	16	40	5000	5000	1	0	0
69	1	1	1	16	12	5000	35000	1	0	2
19	0	0	1	18	35	5000	5000	1	0	1
18	1	0	1	16	12	5000	5000	1	0	1
19	1	0	1	16	30	5000	5000	1	0	1
19	0	0	1	16	16	5000	5000	1	0	1
19	0	0	1	19	15	5000	5000	1	0	1
19	1	0	1	19	18	5000	5000	1	0	1
20	1	0	1	16	20	5000	5000	1	0	1
21	1	0	1	19	25	5000	5000	1	0	1
24	0	0	1	16	40	5000	5000	1	0	1
27	1	1	1	19	28	5000	5000	1	0	1
30	1	1	1	21	40	5000	5000	1	0	1
45	1	1	1	20	40	5000	5000	1	0	1
63	1	1	1	19	30	5000	14200	1	2	1
59	0	1	1	16	40	5000	5000	1	3	1
46	1	0	1	16	40	5000	5000	1	0	1
65	1	1	1	19	6	5000	14000	1	3	1
73	1	0	1	16	15	5000	24800	1	0	1
75	1	1	1	13	12	5000	20000	1	0	1
31	1	0	1	18	35	5000	5000	1	0	2
29	1	0	1	20	60	5000	5000	1	0	1
19	1	0	1	19	12	5100	5100	1	0	1
22	0	0	1	15	16	5200	10000	1	0	1
46	1	0	1	17	37	5300	11300	1	2	2
18	1	0	1	13	15	5300	5300	1	1	1
18	1	0	1	16	17	5500	5500	1	0	1
20	1	0	1	19	25	5500	5500	1	0	1
20	1	0	1	19	14	5500	5500	1	0	1
23	1	0	1	19	15	5500	5500	1	0	1
62	1	0	1	19	40	5700	14000	1	2	1
18	1	0	1	16	10	5800	5800	1	0	1
71	1	1	1	16	25	5800	23800	1	2	1
26	1	0	0	17	20	6000	6000	1	0	0
45	1	1	0	16	30	6000	6000	1	0	0
27	0	0	0	22	30	6000	15000	1	1	0
31	1	0	1	17	20	6000	10500	1	0	2
50	1	0	1	16	20	6000	6000	1	0	2
20	1	0	1	19	40	6000	6000	1	0	1
20	1	0	1	19	20	6000	6000	1	0	1
22	0	0	1	16	40	6000	6000	1	0	1
22	0	0	1	19	20	6000	6000	1	0	1
24	0	0	1	21	30	6000	6000	1	0	1
64	0	1	1	16	32	6000	16000	1	0	1
62	1	1	1	17	12	6000	18000	1	1	1
61	0	1	1	19	30	6000	51000	1	3	1
19	1	0	1	16	20	6000	6000	1	0	1
21	1	0	1	16	38	6000	6000	1	0	1
68	0	1	1	16	20	6000	36910	1	0	1
18	0	0	1	16	20	6000	6000	1	0	1
34	1	1	1	19	16	6000	6900	1	0	1
47	1	0	1	12	20	6000	9500	1	0	2
56	1	1	1	18	40	6200	6200	1	0	1
72	0	1	1	22	20	6200	34600	1	1	1
65	0	1	1	19	5	6200	59700	0	2	1
50	1	0	0	17	20	6300	6800	1	0	0
68	1	1	1	22	10	6300	34100	1	0	2
43	1	0	1	17	20	6300	6750	1	1	2
51	1	1	1	16	20	6300	6300	1	3	1
56	1	1	0	16	27	6400	6400	1	1	0
47	1	1	1	18	20	6500	6500	1	0	1
21	1	0	1	19	20	6500	6500	1	2	1
19	0	0	1	16	40	6500	6500	1	2	1
28	0	0	0	16	18	6500	6500	1	0	0
19	1	0	1	18	20	6700	6700	1	0	1
19	1	0	1	18	20	6700	6700	1	0	1
74	1	1	1	21	20	6800	55000	1	2	2
65	1	0	1	14	22	6800	23900	1	0	2
23	0	0	0	19	40	6800	6800	1	0	0
32	1	0	0	13	16	7000	7000	1	0	0
54	0	1	0	21	55	7000	43000	1	3	0
19	1	0	1	16	30	7000	7000	1	0	2
22	0	0	1	21	40	7000	7000	1	0	1
23	1	0	1	16	50	7000	11000	1	0	1
23	0	0	1	19	15	7000	7000	1	0	1
41	1	1	1	20	25	7000	7000	1	0	1
57	1	1	1	16	5	7000	19500	1	0	1
37	1	1	1	21	24	7000	7000	1	1	1
63	1	1	1	21	30	7000	7000	1	1	1
26	1	0	1	22	10	7000	7000	1	2	1
18	0	0	1	15	20	7000	7000	1	0	1
18	0	0	1	16	5	7000	7000	1	0	2
18	0	0	1	16	20	7000	7000	1	2	1
24	1	0	1	16	40	7000	7000	1	0	2
46	0	1	1	16	50	7100	8400	1	3	1
47	1	0	1	17	40	7200	9700	1	0	2
20	0	0	1	16	36	7200	7200	1	0	1
50	1	1	1	19	15	7200	7200	1	2	1
40	1	0	1	16	39	7300	7300	0	0	2
34	1	0	1	17	12	7400	7400	1	0	2
37	1	1	1	21	30	7400	7400	1	0	1
22	0	0	0	16	20	7500	7500	1	0	0
26	1	0	1	15	15	7500	22500	1	1	2
22	1	0	1	19	22	7500	7500	1	0	1
19	1	0	1	18	30	7500	7500	1	0	1
23	0	0	1	16	65	7600	7600	1	0	1
21	0	0	1	19	24	7700	7700	1	0	1
31	1	1	1	20	35	7700	7700	1	0	2
22	1	0	1	16	30	7700	7700	1	0	1
18	1	0	1	14	15	7800	7800	1	0	2
65	1	1	1	16	15	7800	12700	1	0	2
55	1	1	1	16	40	7800	7800	1	0	1
19	0	0	0	19	30	8000	8000	1	0	0
30	0	1	0	18	40	8000	8000	1	0	0
22	0	0	0	21	15	8000	8000	1	0	0
21	1	0	1	19	15	8000	8000	1	0	2
22	1	0	1	16	20	8000	8000	1	0	2
27	1	0	1	18	25	8000	8000	1	0	2
27	1	1	1	19	32	8000	8000	1	0	2
48	1	1	1	17	20	8000	8000	1	0	2
19	0	0	1	18	30	8000	8030	1	0	1
20	1	0	1	19	30	8000	8000	1	0	1
27	1	0	1	19	25	8000	8000	1	0	1
32	1	0	1	16	18	8000	19000	1	0	1
33	1	1	1	20	16	8000	8000	1	0	1
45	1	0	1	18	13	8000	11400	1	0	1
53	1	0	1	18	40	8000	8000	1	0	1
20	0	0	1	19	15	8000	8000	1	1	1
39	1	1	1	22	20	8000	8000	1	1	1
46	1	1	1	20	20	8000	8000	1	2	1
33	0	0	1	16	40	8000	8001	1	3	1
38	0	0	0	13	40	8000	8000	1	0	0
55	1	1	1	20	8	8000	8000	1	0	1
38	1	1	1	16	20	8000	8000	0	0	1
20	1	1	1	19	35	8000	8000	1	0	2
48	1	0	0	17	30	8100	8100	1	0	0
22	1	0	1	19	20	8200	8200	1	0	2
54	1	1	1	17	30	8200	8200	1	0	2
45	1	0	1	14	14	8200	35200	1	2	1
19	1	0	1	18	20	8300	8300	1	0	1
22	1	0	1	19	35	8300	8300	1	0	1
37	1	0	0	19	28	8500	8500	1	0	0
20	1	1	1	16	30	8500	8500	1	0	2
61	1	0	1	18	20	8500	8500	1	0	1
22	1	0	1	19	25	8600	8600	1	0	1
65	0	1	1	19	22	8800	59800	1	3	1
24	1	0	0	16	28	9000	10400	1	2	0
30	1	0	1	19	20	9000	18800	1	0	2
48	0	1	1	16	20	9000	9000	1	0	2
18	0	0	1	14	35	9000	9000	1	0	1
19	0	0	1	16	40	9000	9000	1	0	1
25	0	0	1	19	25	9000	9010	1	0	1
40	1	1	1	16	18	9000	9000	1	0	1
54	1	1	1	22	15	9000	9000	1	0	1
58	1	1	1	18	35	9000	9000	1	0	1
57	1	1	1	21	15	9000	9000	1	1	1
41	1	1	1	21	15	9000	9000	1	2	1
56	0	0	1	21	20	9000	9000	1	1	1
38	0	1	1	13	40	9000	9000	0	0	1
26	0	1	1	17	32	9100	9100	1	2	2
18	0	0	1	17	25	9300	15100	1	0	2
21	1	0	1	16	20	9300	16500	1	0	2
30	0	0	1	16	30	9400	9400	1	0	1
53	0	1	1	21	86	9400	9400	1	3	1
20	1	0	1	18	30	9500	9500	1	0	1
56	1	1	1	17	30	9500	9500	1	1	1
72	1	0	1	19	20	9500	42600	1	2	1
44	1	0	1	21	45	9600	11400	1	0	2
65	1	1	1	18	18	9600	10250	1	0	2
21	0	0	1	17	25	9600	9600	1	0	1
42	1	1	1	16	32	9600	9600	1	0	1
52	1	1	1	16	40	9600	9600	1	0	1
55	1	1	1	16	35	9600	9600	1	2	1
37	0	1	1	16	40	9800	9800	1	0	1
24	1	0	1	20	24	9900	9900	1	0	2
33	0	0	0	21	30	10000	20000	1	0	0
35	1	1	0	19	40	10000	12400	1	0	0
50	1	1	0	20	20	10000	24200	1	0	0
49	0	0	0	20	15	10000	10000	1	1	0
62	1	0	0	16	28	10000	10860	1	0	0
60	0	1	0	16	40	10000	14800	1	0	0
28	1	0	0	18	40	10000	10000	1	0	0
39	1	0	0	20	45	10000	10000	1	0	0
24	1	0	1	17	40	10000	10000	1	0	2
27	1	0	1	20	24	10000	15000	1	0	2
31	1	0	1	17	30	10000	10000	1	0	2
38	1	1	1	19	40	10000	12400	1	0	2
49	1	0	1	16	40	10000	11500	1	0	2
20	1	0	1	19	30	10000	10000	0	0	2
29	1	0	1	19	35	10000	10000	1	0	2
19	0	0	1	16	30	10000	10000	1	0	1
19	1	0	1	17	30	10000	10000	1	0	1
19	0	0	1	18	16	10000	10000	1	0	1
19	0	0	1	19	40	10000	10000	1	0	1
19	0	0	1	19	40	10000	10000	1	0	1
19	1	0	1	19	20	10000	10000	1	0	1
19	0	0	1	19	15	10000	10000	1	0	1
19	1	0	1	19	20	10000	10000	1	0	1
20	0	0	1	19	20	10000	10000	1	0	1
21	1	0	1	19	35	10000	10000	1	0	1
22	0	0	1	19	24	10000	10000	1	0	1
23	0	0	1	16	40	10000	10000	1	0	1
23	1	0	1	21	20	10000	10000	1	0	1
23	0	0	1	21	20	10000	10000	1	0	1
24	0	0	1	19	40	10000	10000	1	0	1
27	1	1	1	21	26	10000	10000	1	0	1
33	0	0	1	19	48	10000	10000	1	0	1
33	0	0	1	19	48	10000	10000	1	0	1
38	1	1	1	15	60	10000	10000	1	0	1
39	1	1	1	19	39	10000	10000	1	0	1
39	1	1	1	20	29	10000	10000	1	0	1
43	1	1	1	21	10	10000	10000	1	0	1
45	1	1	1	17	40	10000	10000	1	0	1
47	1	1	1	16	16	10000	10000	1	0	1
55	1	1	1	19	15	10000	10000	1	0	1
58	1	1	1	16	35	10000	10000	1	0	1
20	1	0	1	19	40	10000	10000	1	1	1
21	0	1	1	21	20	10000	10000	1	1	1
22	0	0	1	17	40	10000	14000	1	1	1
37	1	1	1	21	35	10000	10000	1	1	1
53	1	1	1	16	40	10000	10000	1	1	1
57	1	1	1	19	38	10000	23000	1	1	1
58	1	1	1	16	26	10000	10000	1	1	1
58	1	1	1	16	26	10000	10000	1	1	1
61	1	1	1	20	25	10000	10004	1	1	1
47	1	1	1	16	25	10000	10000	1	2	1
50	1	1	1	19	30	10000	10000	1	2	1
53	1	1	1	21	20	10000	2900	1	3	1
21	0	0	1	12	40	10000	10000	1	0	1
26	0	0	1	16	30	10000	10000	1	0	1
39	1	1	1	19	40	10000	10000	1	0	1
53	1	1	1	16	30	10000	10000	1	0	1
56	1	1	1	16	30	10000	10000	1	0	1
26	1	1	1	20	35	10000	10000	1	2	1
73	0	1	1	17	10	10000	42600	1	2	1
57	0	0	1	17	70	10000	10000	1	3	1
65	0	1	1	21	50	10000	15440	1	3	2
24	1	0	1	20	50	10000	10000	1	0	1
34	1	0	1	14	40	10000	17200	1	0	1
27	1	0	1	21	20	10000	10000	1	1	1
33	1	0	1	19	25	10000	10000	1	0	1
41	1	0	0	16	25	10000	10000	0	0	0
32	1	0	1	17	30	10000	10000	1	0	1
58	1	1	0	18	35	10100	10100	1	0	0
30	0	0	1	19	40	10100	10100	1	0	1
60	1	1	1	19	30	10200	10200	1	2	2
72	0	1	1	16	30	10200	25000	1	0	1
74	0	1	1	19	20	10200	36500	1	0	1
32	0	0	0	17	40	10200	10200	1	0	0
19	1	0	1	17	40	10300	10300	1	0	1
21	0	0	1	16	30	10300	10300	1	2	1
34	0	1	1	23	30	10400	10400	1	0	1
42	0	0	1	16	30	10400	11400	1	0	1
45	1	0	1	20	30	10400	10400	1	1	1
57	1	0	1	16	20	10400	21400	1	0	1
69	1	1	1	14	29	10400	42600	1	0	1
72	0	1	1	16	20	10400	25600	1	0	1
72	1	1	1	16	24	10400	28640	1	2	1
19	1	0	1	16	30	10500	10500	1	0	2
25	1	0	1	17	25	10500	10500	1	0	1
36	1	0	1	11	28	10500	10500	1	0	1
63	0	1	1	19	24	10500	23500	1	0	1
49	1	0	1	16	30	10500	22500	1	1	1
23	1	0	1	16	40	10500	10500	1	0	1
63	1	1	0	21	29	10700	17900	1	1	0
53	1	0	1	17	37	10700	10700	1	0	2
64	0	0	1	13	45	10700	10700	1	0	2
64	1	1	1	16	16	10700	15400	1	0	2
61	0	0	1	16	25	10700	10700	1	0	1
65	1	0	1	20	37	10700	22700	1	0	1
40	1	0	1	17	36	10800	10800	1	0	1
56	0	1	1	16	40	10800	10800	1	0	1
27	1	0	0	16	29	11000	11000	1	0	0
20	1	0	1	16	25	11000	11000	0	0	2
41	1	1	1	16	25	11000	13200	1	0	2
59	0	1	1	16	25	11000	34500	1	0	2
70	1	1	1	16	24	11000	32600	1	0	2
20	0	0	1	19	40	11000	11000	1	0	1
33	0	1	1	17	40	11000	11000	1	0	1
38	0	0	1	17	32	11000	11000	1	0	1
48	1	1	1	16	30	11000	13600	1	0	1
54	1	1	1	16	30	11000	11000	1	0	1
61	1	1	1	20	30	11000	18200	1	0	1
63	1	1	1	20	32	11000	27900	1	0	1
56	1	1	1	23	30	11000	11000	1	1	1
24	1	0	1	21	24	11000	11000	1	1	1
39	1	1	1	16	35	11000	11000	1	1	1
26	1	1	1	21	35	11000	11000	1	2	1
64	0	1	1	16	22	11000	27800	1	0	1
52	1	1	1	19	20	11000	11000	1	2	1
71	1	1	1	16	28	11000	23370	1	2	1
45	0	1	0	14	38	11000	11000	1	0	0
37	1	0	0	18	37	11000	11000	1	0	0
60	1	1	1	14	30	11000	11000	1	1	1
19	1	0	0	19	37	11100	11100	1	0	0
63	0	1	1	19	40	11100	12010	1	3	1
45	0	0	1	12	20	11200	11200	1	3	2
24	1	0	1	16	25	11200	11200	1	0	1
46	0	1	1	22	40	11200	11200	1	0	1
66	1	0	1	16	20	11300	21700	1	0	1
65	1	1	1	19	20	11300	24500	1	2	1
20	0	1	0	13	40	11400	11400	1	0	0
22	1	0	0	19	28	11400	11400	1	0	0
57	1	0	1	19	23	11400	11400	1	0	2
65	1	0	1	14	25	11400	11400	1	1	2
23	1	1	1	19	40	11400	11400	1	0	1
26	0	0	1	21	32	11400	11400	1	0	1
22	1	0	0	14	35	11500	11500	1	0	0
37	1	1	1	14	36	11500	11500	1	0	1
45	1	1	1	17	30	11500	11500	1	0	1
66	1	0	1	22	6	11600	20000	1	0	2
42	1	0	1	19	40	11700	11700	1	0	1
25	0	0	0	19	41	12000	12000	1	0	0
31	1	0	0	13	32	12000	12400	1	0	0
32	0	0	0	17	32	12000	14500	1	0	0
49	0	1	0	15	40	12000	13500	1	0	0
41	0	1	0	16	22	12000	12000	1	1	0
32	0	1	0	18	40	12000	12000	1	0	0
20	1	0	1	15	30	12000	12000	1	0	2
26	0	1	1	17	40	12000	12000	1	0	2
28	1	0	1	19	24	12000	12000	1	0	2
29	1	0	1	16	40	12000	12000	1	0	2
33	0	1	1	13	30	12000	12000	1	0	2
66	1	1	1	18	38	12000	39700	1	0	2
70	1	0	1	21	20	12000	24000	1	0	2
29	0	0	1	17	26	12000	15900	1	1	2
64	1	1	1	16	30	12000	18000	1	1	2
59	0	0	1	15	25	12000	12000	1	0	2
52	0	0	1	20	25	12000	12000	1	2	2
41	1	0	1	18	20	12000	26000	1	0	2
42	1	1	1	20	35	12000	12000	1	0	1
49	1	0	1	16	40	12000	12000	1	0	1
